TenderName,TenderOrgName,BidderSuppName,NotObtainSuppName,TenderAwardPrice,Count
112年辦公室網路電腦暨電化教學設備之軟硬體維護案,交通部民用航空局民航人員訓練所,威策電腦股份有限公司,,822000,1
112至114年資料中心基礎設施暨資安維運案,經濟部加工出口區管理處,駿永資訊科技股份有限公司,,160554100,1
112學年度花蓮區高級中等學校免試入學報名及分發作業網路平臺採購,國立花蓮高級工業職業學校,政高有限公司,,757000,1
112學年度金門區高級中等學校免試入學報名分發作業網路平臺及免試委員會網站設計採購案,國立金門高級農工職業學校,政高有限公司,,699888,1
112學年度雲林區高級中等學校免試入學報名及分發作業網路平臺,國立土庫高級商工職業學校,政高有限公司,,600000,1
112學年度彰化區高級中等學校免試入學租用網路雲端主機服務案,國立北斗高級家事商業職業學校,中華電信股份有限公司企業客戶分公司,,265000,1
2022年版E-ICP東方消費者行銷學術版資料庫（網路版）,國立政治大學,東方線上股份有限公司,,340000,1
2022年度苗栗縣休閒農業網路行銷案,苗栗縣政府,典珀有限公司,憶瀞企業社,485000,1
2022年新北市林口子弟戲文化節網路新媒體整合行銷,新北市林口區公所,中國電視事業股份有限公司,卓越數碼科技有限公司,950000,1
2022年零星網路增設及既有網路點維護案,國立陽明交通大學,智慧通訊有限公司,,479550,1
2022第十三屆巨人盃網路轉播,臺南市中西區協進國民小學,智林運動行銷股份有限公司,,140000,1
2022第六屆曾紀恩盃全國三級棒球錦標賽網路直播勞務採購,屏東縣體育發展中心,智林運動行銷股份有限公司,,960000,1
2022智慧未來校園資訊教育園遊會網路佈線,高雄市立英明國民中學,頂揚科技股份有限公司,,162000,1
2023年零星網路增設及既有網路點維護案,國立陽明交通大學,智慧通訊有限公司,,720000,1
2023年網路資訊顧問暨電腦設備維護案,國立臺灣大學,伊斯頓資訊企業社,,668500,1
48埠4上鏈網路交換機等2項,國防部軍事情報局,鴻達系統有限公司,,924000,1
48埠網路交換器,國防醫學院,永磐科技股份有限公司,,180000,1
5G商用核心網路資訊安全測試服務,國立陽明交通大學,淮南寰宇股份有限公司,,670000,1
5G無線接取網路設備等乙批,南臺學校財團法人南臺科技大學,辰隆科技股份有限公司,,750000,1
A22車站光纖、網路、電話及電力增設採購,桃園大眾捷運股份有限公司,蘇羅士科技股份有限公司,敦陽科技股份有限公司,695310,1
ASM美國微生物協會網路線上電子資料庫,國立屏東科技大學,飛資得知識服務股份有限公司,,960000,1
BYOD&THSD實施計畫師生行動網路門號採購,高雄市立民族國民中學,台灣大哥大股份有限公司系統整合分公司,,311220,1
Domain tools網路溯源查詢分析軟體授權使用一年,國立中央大學,優達數位股份有限公司,京年升電腦科技有限公司,725000,1
EMS電腦硬體及網路等相關設備維護服務,台灣電力股份有限公司,北祥科技服務股份有限公司,藍新資訊股份有限公司,37129175,1
E化網路多媒體設備及防疫直播系統校園建置計畫財物採購,臺北市立大同高級中學,大智企業有限公司,卉家行銷有限公司,480000,1
FDCC調度操作台及網路設備一組,台灣電力股份有限公司苗栗區營業處,禕品國際有限公司,,955500,1
GPU教學研究雲網路設備更新之光纖網路交換器乙台案,國立政治大學,峰儀科技股份有限公司,,650000,1
IP Camera網路攝影機等一批(採購帶安裝)一批,台灣中油股份有限公司,領群科技有限公司,,13844000,1
MLH11108116 網路防火牆更新,衛生福利部苗栗醫院,晉暘科技股份有限公司,,488000,1
PSIM系統模擬軟體1套(15人網路版),國立臺北科技大學,索羅爾企業有限公司,,178000,1
SCADA網路交換器設備汰換及新增,台灣電力股份有限公司東部發電廠,吉成企業社,,477750,1
一般教室網路設備,南投縣立旭光高級中學,亞當斯科技有限公司,,175000,1
乙太網路交換器一批(含配線),國立中央大學,凱穩電腦股份有限公司,,690000,1
人工智慧運算套件暨網路交換機採購,臺北市立南湖高級中學,宸名資訊有限公司,,449960,1
三義鄉112年村鄰廣播系統及社區路口監視器維修、網路系統連結建置委託服務案。,苗栗縣三義鄉公所,展誠科技有限公司,,480000,1
大專校院校園數位/網路性別暴力防治案例研討會計畫,教育部,輔仁大學學校財團法人輔仁大學,,290000,1
大陸分行數據中心虛擬專用網路動態密碼認證系統使用授權擴充,臺灣銀行股份有限公司,數聯信息技術(上海)有限公司,,180000,1
中小學數位學習精進方案-無線網路基地台(AP)建置採購,臺北市私立東方高級工商職業學校,仕揚科技股份有限公司,,398000,1
中幅納骨堂建置電信網路工程,新北市萬里區公所,東奕有限公司,,560000,1
五育高中111年度前瞻基礎建設數位建設-智慧網路環境暨學術網路提升採購案,南投縣私立五育高級中學,菁智科技股份有限公司,,665000,1
仁德文賢國中111年度改善網路設備財物採購案,臺南市立仁德文賢國民中學,昊恩科技有限公司,,199000,1
公平交易委員會「消費者對於網路購物替代性之意見」委外調查採購案,公平交易委員會,東方線上股份有限公司,益普索市場研究股份有限公司,580000,1
公平交易委員會112年度「資安防護及電子郵件系統」維護服務採購案,公平交易委員會,優易資訊股份有限公司,,761000,1
公衛大樓骨幹光纖網路佈線,國立臺灣大學,紫東科技有限公司,,512000,1
手持式網路分析儀,台灣電力股份有限公司第三核能發電廠,禾儀企業有限公司,,714105,1
充實校園智慧網路優化數位設備採購,桃園市桃園區同德國民小學,精誠科技整合股份有限公司,,434000,1
北昌國小111年度改善校園網路環境設備優化改善工程,花蓮縣吉安鄉北昌國民小學,愷華資訊有限公司,,460300,1
台北啤酒工場高架地板暨網路線路整修勞務採購案,臺灣菸酒股份有限公司台北啤酒工場,三煜通信電機股份有限公司,,119500,1
台南米其林指南主題網路平台與活動策畫執行勞務採購案,臺南市政府觀光旅遊局,好南行銷股份有限公司,,780000,1
台糖公司VPN、網際網路服務,台灣糖業股份有限公司,中華電信股份有限公司企業客戶分公司,,17046420,1
本局112年度VPN網路傳輸加密設備召商維護採購案,嘉義市政府警察局,鴻璋茶業有限公司,亞綸科技股份有限公司,215996,1
本局112年度資安設備召商維護採購案,嘉義市政府警察局,亞綸科技股份有限公司,,616000,1
本校111年網路交換器設備採購案,國立草屯高級商工職業學校,仟周資訊有限公司,,659000,1
本校校園核心重要網路設備112年度委外維護案,國立臺灣戲曲學院,聯浚電訊股份有限公司,,590000,1
本校辦公室網路線與OA和電腦教室書櫃採購案,臺中市立東山高級中學,設計家實業有限公司,菁智科技股份有限公司,289800,1
本會「111年度網路遙控監測側錄廣播系統維護」採購案,國家通訊傳播委員會,技電股份有限公司,,937460,1
本會「111年網站內容分發網路(CDN)及分散式阻斷服務攻擊(DDos)防護服務」採購案,國家通訊傳播委員會,中華電信股份有限公司企業客戶分公司,,433000,1
永華文化中心管理科轄下場館資安設備軟硬體保固更新授權採購案,臺南市政府文化局,新加坡商網達先進科技有限公司台灣分公司,,330000,1
生命科學系網路交換機設備更新(含5－7樓網路佈線),國立中興大學,英保電腦股份有限公司,,730000,1
生醫卓群大樓無線網路及線路建置壹式,國立成功大學,新加坡商網達先進科技有限公司台灣分公司,,17280000,1
交換器至PLC網路線等3項採購,臺北大眾捷運股份有限公司,曄電有限公司,鑫盛達貿易有限公司,467122,1
企業網路路由設備升級,台灣電力股份有限公司,淮南寰宇股份有限公司,商丞科技股份有限公司,45412500,1
光復樓網路交換器採購案,臺北市立第一女子高級中學,德耀資訊有限公司,,179000,1
全院無線網路系統暨網路設備維護案1式,國立臺灣大學醫學院附設醫院,中孚科技股份有限公司,,34999992,1
全廠網路設備及配件(含安裝),台灣中油股份有限公司,異術科技股份有限公司,,37480000,1
全數位網路電話交換機系統採購案,交通部觀光局大鵬灣國家風景區管理處,固而亮通訊有限公司,,920000,1
地政資訊網路服務系統移植及資安防護升級作業案,臺北市政府地政局,精誠科技整合股份有限公司,,810000,1
有線暨無線全網段網路分析儀,台灣電力股份有限公司高屏供電區營運處,禾儀企業有限公司,,768600,1
有線暨無線全網段網路分析儀一套,台灣電力股份有限公司林口發電廠,禾儀企業有限公司,,882000,1
有線暨無線全網段網路分析儀一組,台灣電力股份有限公司苗栗區營業處,禾儀企業有限公司,,777000,1
行政院「112年度網路輿情分析資料庫」採購案,行政院,意藍資訊股份有限公司,,925000,1
行動網路分享器及ipad專用手寫筆,宜蘭縣蘇澳鎮蘇澳國民小學,應許科技有限公司,雄耀貿易有限公司,444000,1
行動應用APP資安檢測服務,國立成功大學醫學院附設醫院,行動檢測服務股份有限公司,安華聯網科技股份有限公司,128000,1
局屬網路線路租賃,交通部中央氣象局,中華電信股份有限公司企業客戶分公司,,7120200,1
改善校園無線網路環境設備,臺中市神岡區神岡國民小學,和利資訊有限公司,,580000,1
汰換內網伺服器區網路流量負載平衡系統及4年維護,中華郵政股份有限公司,中孚科技股份有限公司,碩沛科技有限公司,5900000,1
汰換及建置行政網路無線網路設備採購案,交通部民用航空局飛航服務總臺,峰儀科技股份有限公司,,9280000,1
車辨系統網路防火牆備援機制建置,國立臺灣大學,祐森科技股份有限公司,,420000,1
供電網路交換器測試儀採購,臺北大眾捷運股份有限公司,翰特科技股份有限公司,,216880,1
和平校區無線網路設備更新,國立臺灣師範大學,英菲達科技股份有限公司,荷蘭商瑞技科技有限公司台灣分公司,899000,1
宜蘭縣政府112年智慧示範社區光纖網路基礎設施維運案,宜蘭縣政府,中區科技工程股份有限公司,,618000,1
宜蘭縣政府112年網路及網管設備維護服務案,宜蘭縣政府,博聯資訊有限公司,,718000,1
東山國小行動網路分享器(含行動網路服務)租賃,新北市汐止區東山國民小學,中華電信股份有限公司企業客戶分公司,,180000,1
法務部111年資安網路設備汰換整體委外案,法務部,凌群電腦股份有限公司,,11330000,1
法務部廉政署112年度資安人力暨資安健診委外服務案,法務部廉政署,聯準科技服務有限公司,,880000,1
金門縣教育網路中心資訊安全管理系統(ISMS)建置輔導專案,金門縣政府,博創資訊科技股份有限公司,中華電信股份有限公司企業客戶分公司,753388,1
南投縣111年校園無線網路AP 新增汱換需求補助案採購,南投縣埔里鎮南光國民小學,國眾電腦股份有限公司,,801000,1
南投縣111年度南投縣教育網路中心─「機房設備及環境改善」採購,南投縣埔里鎮南光國民小學,安資科技有限公司,,982000,1
南投縣觀光行銷報紙及網路廣告勞務採購案,南投縣政府,中國時報文化事業股份有限公司,,980000,1
南竿航空站增設電信網路案,交通部民用航空局南竿航空站,崇罡企業社,,984210,1
南海辦公室無線網路環境整合建置採購案,國立歷史博物館,展昇資訊股份有限公司,,780000,1
室外型無線網路建置案1套,行政院農業委員會高雄區農業改良場,仁通資訊股份有限公司,,770000,1
屏東(大武)分院24port POE網路交換器乙案,高雄榮民總醫院,殷諾科技股份有限公司,,369500,1
屏東(大武)分院點對點光纖網路兩年租用案,高雄榮民總醫院,中華電信股份有限公司企業客戶分公司,,391200,1
屏東(大武)分院點對點光纖網路兩年租用案,高雄榮民總醫院,台灣固網股份有限公司,,386400,1
屏東農業網路社群媒體宣傳勞務採購,屏東縣政府,方殷創意行銷有限公司,,955000,1
屏東縣立明正國民中學智慧網路環境設備-邊際交換器採購案,屏東縣立明正國民中學,慈暉電腦有限公司,,174000,1
屏商校區計網中心電腦教室網路線汰換,國立屏東大學,慈暉電腦有限公司,,390830,1
政治獻金法制網路宣導及政治獻金動畫宣導短片託播案,內政部,博聲廣告有限公司,,483600,1
苗栗縣立苑裡高中高中部新大樓網路設備財物採購案,苗栗縣立苑裡高級中學,晉暘科技股份有限公司,,435000,1
苗栗縣政府消防局112年網際網路系統連線暨網路線路附掛電話月租費勞務採購案,苗栗縣政府消防局,中華電信股份有限公司企業客戶分公司,,748600,1
訂閱112年國家標準(CNS)網路服務系統,國立中興大學,中華電信股份有限公司資訊技術分公司,,130000,1
飛航服務總臺資安設備委外維護服務案,交通部民用航空局飛航服務總臺,峰儀科技股份有限公司,,8160000,1
校園入口網站擴充OAUTH驗證及校園行動APP資安驗證,國立臺北科技大學,德瑞數位科技股份有限公司,,653000,1
校園公共區無線網路防護設備 1 台,國立清華大學,擎昊科技股份有限公司,,890000,1
校園防火牆資安設備建置案,國立臺北大學,中孚科技股份有限公司,泰立網路整合股份有限公司,938000,1
校園副控點網路重整採購案,新北市立新北高級中學,心楙系統整合有限公司,,550000,1
校園智慧網路優化數位設備採購,桃園市桃園區同德國民小學,精誠科技整合股份有限公司,,908000,1
校園網路入侵防禦系統維護服務,國立臺北藝術大學,永磐科技股份有限公司,,570000,1
校園網路交換器建置,國立中山大學附屬國光高級中學,敦陽科技股份有限公司,,120000,1
校園網路自動管理系統維護,國立臺灣大學,東盈科技有限公司,,260000,1
核心網路交換器設備採購案,財政部國有財產署南區分署,廣成資訊股份有限公司,,776000,1
桃園市中壢區公所112至113年度智慧行動區里系統網路通訊財物採購案,桃園市中壢區公所,凱能企業社,華詡企業有限公司,638400,1
桃園市桃園區里幹事使用智慧區里系統平板電腦行動網路服務,桃園市桃園區公所,華詡企業有限公司,中華電信股份有限公司企業客戶分公司,788040,1
泰山職業訓練場宿舍網路設備租賃案,勞動部勞動力發展署北基宜花金馬分署,傑亮科技有限公司,,795150,1
租用「整合網路通訊行動辦公室電話系統」,國立故宮博物院,中華電信股份有限公司企業客戶分公司,台灣固網股份有限公司,21976596,1
骨幹核心網路交換器暨無線網路基地台汰換財物採購,國立國父紀念館,殷諾科技股份有限公司,,893571,1
高峰國小網路電話系統建置採購,新竹市東區高峰國民小學,中華電信股份有限公司企業客戶分公司,,340000,1
高速乙太網路交換器,國立成功大學醫學院附設醫院斗六分院,旭鴻資通股份有限公司,,450000,1
高速網路交換器2台,國立中央大學,渥達數位股份有限公司,大同世界科技股份有限公司,489900,1
高雄市政府衛生局社區心衛中心林園分區電源、網路、電話線路招標乙案,高雄市政府衛生局,三贏科技有限公司,,688005,1
高雄市政府衛生局社區心衛中心鳳山分區電源、網路、電話線路招標乙案,高雄市政府衛生局,震旦行股份有限公司高雄五分公司,,634320,1
高雄產業數位轉型網路行銷,高雄市政府新聞局,中華黃頁多媒體整合行銷股份有限公司,自由文化事業股份有限公司,960000,1
健康大樓有線無線網路基礎建置案1式,國立臺灣大學醫學院附設醫院,中孚科技股份有限公司,永磐科技股份有限公司,196000000,1
國內車聯網認證暨資安憑證管理指引建立先導計畫,交通部,中華電信股份有限公司企業客戶分公司,,23600000,1
國史館購置新店辦公室器物類藏品庫房網路型溫溼度偵測設備系統（含安裝）,國史館,博士門股份有限公司,,235001,1
國立公共資訊圖書館112年骨幹網路相關設備維護案,國立公共資訊圖書館,晉暘科技股份有限公司,,352000,1
國立教育廣播電臺無線網路規畫與更新案,國立教育廣播電臺,旺威科技有限公司,博鉅資訊股份有限公司,950000,1
國有公用財產管理系統網路版營運服務案,財政部國有財產署,關貿網路股份有限公司,,8200000,1
國家標準(CNS)網路服務系統採購,臺北大眾捷運股份有限公司,中華電信股份有限公司資訊技術分公司,,130000,1
國教署特殊教育網路中心網路防護裝置設備採購案,國立南投特殊教育學校,大同股份有限公司台中分公司,,318630,1
國際郵件追蹤查詢系統網路使用,中華郵政股份有限公司,天河電訊股份有限公司,,150000000,1
推動5G數位學習—5G網路分享器採購案,新竹縣教育研究發展暨網路中心,中華電信股份有限公司企業客戶分公司,,936000,1
推動中小學數位學習精進方案111年高級中等學校實施計畫之無線網路基地臺(AP)建置,南投縣私立三育高級中學,長宏資訊顧問股份有限公司,,400000,1
教育部「111學年度國中小及補校定期公務報表網路填報作業系統維護服務」採購案,教育部,精誠科技整合股份有限公司,桓基科技股份有限公司,570000,1
教育部因應疫情第3次租用無線網路分享器開口契約採購案,教育部,桔豐科技股份有限公司,,9135000,1
教育部因應疫情第4次租用無線網路分享器開口契約採購案,教育部,桔豐科技股份有限公司,,18090000,1
教學空間網路基地台(實驗、挺生、新德惠)40台,私立大同大學,欣奕科技有限公司,,290000,1
清高資通設備更新與教學設備提升計畫-GIS網路行為管理設備,臺中市立清水高級中等學校,拓越資訊有限公司,,490000,1
第2辦公廳舍網路電力及空調系統設置案,勞動部勞動基金運用局,歐友科技有限公司,,499800,1
第七棟教學網路設備,高雄市立高雄高級中學,杰欣系統有限公司,,959800,1
通識中心購網路教學分配系統案共1式,黎明技術學院,明鐶科技有限公司,,280000,1
都市及運動發展網路宣傳案,高雄市政府新聞局,自由文化事業股份有限公司,今日傳媒股份有限公司,920000,1
麥寮高中改善群英樓網路設備採購,雲林縣立麥寮高級中學,晉暘科技股份有限公司,,249600,1
無線網路及學習載具管理系統(MDM)財務採購案,國立屏東大學附設實驗國民小學,慈暉電腦有限公司,,300000,1
無線網路系統維護案,國立屏東科技大學,仁通資訊股份有限公司,,700000,1
無線網路基地台(AP)建置採購案,高雄市立仁武特殊教育學校,聯易科技股份有限公司,,795000,1
無線網路基地台23台,行政院農業委員會家畜衛生試驗所,德耀資訊有限公司,,650000,1
無線網路基地台分析系統維護1年,臺北榮民總醫院,永磐科技股份有限公司,,694800,1
無線網路基地台汰換一式,國立中興大學,冠閎資訊股份有限公司,,330000,1
無線網路基地台採購,國立二林高級工商職業學校,啟翰資訊整合有限公司,,130500,1
無線網路基地台等3項,國防大學,捷米科技股份有限公司,,355307,1
無線網路控制器及軟體維護,國立陽明交通大學,擎昊科技股份有限公司,,688000,1
視訊醫療系統及校園網路更換建置採購案,明陽中學,三菱電子企業有限公司,,715900,1
郵務網路服務系統增修暨維護服務專案,中華郵政股份有限公司,叡揚資訊股份有限公司,,959000,1
郵遞便覽網路系統應用軟體增修暨維護服務專案,中華郵政股份有限公司,三商電腦股份有限公司,,956223,1
陽明高中多元樓網路設備建置採購案,桃園市立陽明高級中等學校,藍圈科技股份有限公司,,380000,1
雲林縣虎尾國小無線網路設備建置暨視聽教室音響系統設備採購,雲林縣虎尾鎮虎尾國民小學,創勝科技股份有限公司,,500000,1
雲林縣消防局112年度資訊安全管理制度(ISMS)維護輔導及資安技術檢測服務採購案,雲林縣消防局,頂峰資訊有限公司,,748000,1
新北市議會111年議事實況網路直播管理系統功能增修委外服務,新北市議會,啟迪國際資訊股份有限公司,,930000,1
新竹市香山區大湖國民小學辦理新竹市教育網路中心111年度直播教學設備財物採購,新竹市香山區大湖國民小學,魯迅科技有限公司,黑膠兔商行,464800,1
新竹縣家庭教育中心搬遷至新竹縣第二運動場電話系統、網路環境及電源線路建置採購案,新竹縣家庭教育中心,快速達網路科技有限公司,,382515,1
暖暖高中骨幹網路機櫃遷移及舊網路更新工程採購,基隆市立暖暖高級中學,中華電信股份有限公司企業客戶分公司,,470000,1
會計管理及網路請購租賃系統,國立臺中科技大學,艾富資訊股份有限公司,,838200,1
會議型無線網路發射器維護4年,臺北榮民總醫院,英特威資訊股份有限公司,,482000,1
業務一組網路及電話線路重整採購案,財政部關務署臺北關,上杰識網資訊有限公司,,504000,1
經濟部「111年資安整合聯防機制服務案」,經濟部,安碁資訊股份有限公司,,24500000,1
經濟部「112年共構資料中心網路與資訊平台營運管理服務案」,經濟部,台灣源訊科技股份有限公司,,14870000,1
經濟部「112年資安整合聯防機制服務案」,經濟部,安碁資訊股份有限公司,,21920000,1
經濟部「112年電腦主機與網路基礎設施相關硬體維護案」,經濟部,藍新資訊股份有限公司,敦陽科技股份有限公司,8780000,1
經濟部111年共構資料中心網路與資訊服務平台優化案,經濟部,台灣源訊科技股份有限公司,,13650000,1
萬隆東營社福園區物理治療所網路設備建置案,臺北市立聯合醫院,敦陽科技股份有限公司,,396000,1
落地型補摺機TCP/IP網路佈線暨安裝服務,中華郵政股份有限公司,三商電腦股份有限公司,富鴻網股份有限公司,9000000,1
資安災害復原課程教育訓練案,國防部,精誠資訊股份有限公司復興分公司,,865000,1
資安防毒軟體,嘉藥學校財團法人嘉南藥理大學,精誠軟體服務股份有限公司,,450000,1
資安深耕及沙崙實驗計畫,數位發展部數位產業署,財團法人資訊工業策進會,,128550000,1
資安跨域整合聯防計畫－CHFI資安鑑識調查專家認證課程採購案,內政部警政署刑事警察局,精誠資訊股份有限公司復興分公司,,548000,1
資安跨域整合聯防計畫－Magnet AXIOM 訓練課程（AX200）採購案,內政部警政署刑事警察局,鑒真數位有限公司,,140000,1
資安跨域聯防暨物聯網場域推動計畫,數位發展部數位產業署,財團法人工業技術研究院,,232550000,1
資安暨個資輔導案,嘉藥學校財團法人嘉南藥理大學,德欣寰宇科技股份有限公司,,750000,1
資安監控中心管理系統租賃及監控服務,中華郵政股份有限公司,中華資安國際股份有限公司,,72350000,1
資安與雲端軟體採購,國立清華大學,國眾電腦股份有限公司,,978000,1
資訊網路布建國際賽訓練材料乙批,高雄市立海青高級工商職業學校,翰特科技股份有限公司,,557000,1
資訊網路設備保養維護,國防醫學院,擎昊科技股份有限公司,,880000,1
資訊機房網路機櫃建置,國防大學,原始資訊科技有限公司,,860000,1
資訊機櫃網路交換器及單模光纖組汰換案,臺北榮民總醫院新竹分院,鑫誠科技有限公司,,628000,1
農化館舍光纖模組汰換與網路配置,國立臺灣大學,聖佳科技股份有限公司,,675000,1
農業災防資訊儀表板模組功能強化與資安維護,國家災害防救科技中心,我樂活科技股份有限公司,,480000,1
電子計算機中心主機房可網路連接使用多電腦切換器系統建置案,國立臺灣科技大學,寬普數位科技有限公司,,908880,1
電子計算機中心主機房結構化網路佈線整線維護案,國立臺灣科技大學,寬普數位科技有限公司,,920000,1
電腦教室和系辦公室之網路電源（既有）和地板更新建置,國立虎尾科技大學,勁韋數位科技有限公司,,860000,1
電腦資訊設備及網路佈建採購,臺南市立白河國民中學,明城資訊有限公司,,214000,1
電算中心「復通大樓資訊網路設備」購案,國立勤益科技大學,號揚科技股份有限公司,,281500,1
電算中心「新大門新建工程網路資訊系統建置」購案,國立勤益科技大學,昭松科技股份有限公司,,290000,1
嘉義市立大業國民中學111年度電腦主機房重要網路儲存設備更換財物採購案,嘉義市立大業國民中學,翃昇有限公司,,216440,1
嘉義縣政府111年度交通安全網路宣導案,嘉義縣政府,創科廣告有限公司,,160000,1
嘉興國小行政網路建置案,高雄市岡山區嘉興國民小學,禕品國際有限公司,,183000,1
圖書館乙太網路供電交換器一式,國立中興大學,旭鴻資通股份有限公司,,570000,1
圖書館改善校園網路資訊設備採購,國立岡山高級農工職業學校,文興資訊股份有限公司,,555000,1
圖書館無線網路基地台擴充案一式,國立中興大學,冠閎資訊股份有限公司,,400000,1
圖資中心防火牆1台、10G網路交換器2台(第2次),國立臺東專科學校,菁智科技股份有限公司,,966000,1
壽豐鄉農會地區特色農產營運場域改善計畫-網路商城進銷存系統,壽豐鄉農會,財團法人農漁會南區資訊中心附設電子商務部,,190000,1
彰化區營業處網路交換器汰換乙批,台灣電力股份有限公司彰化區營業處,晉暘科技股份有限公司,中揚資訊股份有限公司,483500,1
彰化縣政網路行銷影片委託專業服務案,彰化縣政府,天稜澄水媒體科技股份有限公司,全國專業開發管理股份有限公司,350000,1
榮譽校區 B301 教室高架地板及電源、網路設施汰換,國立臺南大學,巧登斯室內裝修工程有限公司,恆創科技有限公司,468000,1
睡眠檢查系統儲存空間系統架構建置1套,國立臺灣大學醫學院附設醫院,達杏股份有限公司,,350000,1
管理學院一館、二館、教研網路機房不斷電電池更換案,國立臺灣大學,聖佳科技股份有限公司,,260000,1
網路大學平台一年授權,中華學校財團法人中華科技大學,天創資訊科技有限公司,玉碩系統有限公司,345000,1
網路分析儀,國立雲林科技大學,飛斯特科技實業有限公司,,712000,1
網路分析儀,國立臺灣大學,銳誠科技有限公司,,197400,1
網路分析模組一只,台灣電力股份有限公司台中發電廠,禾儀企業有限公司,,843360,1
網路及資訊周邊設備,高雄市立新莊高級中學,頂揚科技股份有限公司,,450000,1
網路交換器,國防部軍備局生產製造中心,展昇資訊股份有限公司,,463408,1
網路交換器2台,國立陽明交通大學,天鉞科技股份有限公司,,580000,1
網路交換器六台採購案,國立臺灣大學,峰儀科技股份有限公司,中孚科技股份有限公司,819800,1
網路交換器設備壹組,國立成功大學,新加坡商網達先進科技有限公司台灣分公司,,379000,1
網路佈線工程,衛生福利部基隆醫院,永安通信股份有限公司,揚星科技有限公司,134500,1
網路系統採購案,國立臺灣海洋大學,巨機電腦有限公司,,190700,1
網路供電型交換器2台,行政院農業委員會家畜衛生試驗所,德耀資訊有限公司,,580000,1
網路信用卡繳納規費作業,經濟部智慧財產局,財團法人聯合信用卡處理中心,,287245,1
網路型入侵防禦系統設備維護案,國立屏東科技大學,敦陽科技股份有限公司,,651000,1
網路型數位影像模組等2項採購,臺北大眾捷運股份有限公司,光彥科技有限公司,,461900,1
網路負載平衡防火牆,交通部民用航空局高雄國際航空站,顯揚資訊股份有限公司,,445899,1
網路骨幹設備維護,國立雲林科技大學,新加坡商網達先進科技有限公司台灣分公司,,988000,1
網路偵蒐軟硬體採購案,內政部警政署刑事警察局,凱模科技有限公司,,944000,1
網路設備,高雄市立高雄高級工業職業學校,富品數位行銷有限公司,,730000,1
網路設備汰換之光纖交換器採購乙批,台灣電力股份有限公司新桃供電區營運處,嘉南電腦有限公司,,558600,1
網路設備汰換及擴充ㄧ批,臺北榮民總醫院,永磐科技股份有限公司,,15437500,1
網路設備路由交換器財物採購,台灣電力股份有限公司臺東區營業處,和沛商業社,,236250,1
網路設備維護,國防部電訊發展室,鋐銉國際有限公司,大塊系統工程股份有限公司,369998,1
網路設備維護案一式,國立清華大學,華電聯網股份有限公司,,210000,1
網路設備維護勞務採購案,衛生福利部臺東醫院,大同股份有限公司台東分公司,,900000,1
網路視訊會議設備,國立宜蘭高級商業職業學校,大同股份有限公司羅東分公司,魯迅科技有限公司,224800,1
網路郵局系統應用軟體增修暨維護,中華郵政股份有限公司,康和資訊系統股份有限公司,,12050000,1
網路資訊機房設備維護保養案,國立高雄科技大學,聯好實業股份有限公司,,750000,1
網路監控對講及偵測系統採購案,臺北榮民總醫院玉里分院,瑞成通信有限公司,,170000,1
網路監視攝影機採購,法務部調查局,禾順數位科技有限公司,,156000,1
網路語音系統服務-行動通訊App服務更新,國立臺灣師範大學,聯浚電訊股份有限公司,,960000,1
網路錄影監視系統,中華學校財團法人中華科技大學,華昕系統工程有限公司,巧芝家視聽有限公司,168000,1
網路儲存系統擴充櫃2部,國立清華大學,華電聯網股份有限公司,,880000,1
網路儲存設備一台,國立中興大學,佳儀國際有限公司,,460000,1
網路儲存裝置、伺服器及系統監控主機採購案,國立清華大學,國眾電腦股份有限公司,,898000,1
網際網路出口網路設備汰換與新購一批,臺北榮民總醫院,永磐科技股份有限公司,,8700000,1
網際網路自動櫃員機系統應用軟體增修暨維護服務,中華郵政股份有限公司,網際威信股份有限公司,,16219040,1
臺大NTU COOL機房之高效能交換器及網路卡,國立臺灣大學,文碩科技有限公司,,961800,1
臺中市東勢區新盛國民小學「推動中小學數位學習精進方案-網路檢測設備」採購,臺中市東勢區新盛國民小學,禾儀企業有限公司,,830000,1
臺中市政府教育局資訊教育暨網路中心111年度綠能機房資料倉儲設備擴充採購案,臺中市清水區建國國民小學,鉦霖資訊有限公司,,404000,1
臺中市梧棲區中正國小仁愛樓網路設備建置採購案,臺中市梧棲區中正國民小學,中華安家資訊有限公司,,196000,1
臺中市游泳訓練中心場館建置網路設備採購案,臺中市立東山高級中學,菁智科技股份有限公司,,931000,1
臺中市新社區大林國民小學「推動中小學數位學習精進方案-網路檢測設備」採購,臺中市新社區大林國民小學,禾儀企業有限公司,,255500,1
臺北市市政網路行銷案-進化運輸,臺北市政府交通局,聚思國際事業有限公司,,790000,1
臺北市信義區公所網路交換機採購案,臺北市信義區公所,泰福科技股份有限公司,,168000,1
臺北市教育網路中心暨親師生平臺資訊設備採購案,臺北市政府工務局,力麗科技股份有限公司,藍新資訊股份有限公司,26900160,1
臺北榮總行動就醫服務App資安檢測採購,臺北榮民總醫院,安華聯網科技股份有限公司,鑒真數位有限公司,117000,1
臺東校區核心網路設備,國立臺東大學,大同股份有限公司台東分公司,,442000,1
臺東縣警察局-112年度「警察機關資訊區域聯防體系-監控網路系統建置設備」維護勞務採購案,臺東縣政府,大同股份有限公司台東分公司,,825000,1
