SourceFile,RangeStartDate,RangeEndDate,AwardDate,AwardNoticeDate,TenderCaseNo,TenderName,TenderOrgName,TenderOrgAddr,ContactPerson,TenderTel,ProcurementType,ProcurementAttr,TenderAwardWay,TenderAwardPrice,BidderSuppName,BidderSuppAddr,NotObtainSuppName
award_20240101.xml,2024/01/01,2024/01/15,2024/01/03,2024/01/18,11214002130,經濟部「113年資安整合聯防機制服務案」,經濟部,100臺北市中正區福州街15號,林秉豐,(02)23212200分機8687,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,23000000,安碁資訊股份有限公司,110臺北市信義區忠孝東路4段563號8樓,
award_20240102.xml,2024/01/16,2024/01/31,2024/01/16,2024/01/17,1122246C,中央氣象署暨所屬氣象站網路線路租賃案,交通部中央氣象署,100臺北市中正區公園路64號,劉子禎,(02)23491293分機,公開招標,財物類,最低標,6948852,中華電信股份有限公司企業客戶分公司,106臺北市大安區信義路4段88號16樓,
award_20240102.xml,2024/01/16,2024/01/31,2024/01/26,2024/01/31,11214002340,經濟部「113年網路與系統平台架構調整案」,經濟部,100臺北市中正區福州街15號,施佳伶,(02)23212200分機8702,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,10560000,台灣艾維登股份有限公司,105臺北市松山區民生東路3段100號5樓,
award_20240202.xml,2024/02/16,2024/02/29,2024/02/21,2024/02/23,112100,應用手機網路信令探偵(CVP)技術提升交通資訊服務計畫,交通部公路局,108臺北市萬華區東園街65號,盧威任,(02)23070123分機5503,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,13000000,中華電信股份有限公司企業客戶分公司,106臺北市大安區信義路4段88號16樓,
award_20240202.xml,2024/02/16,2024/02/29,2024/02/23,2024/02/27,J1120690764,113年度資安治理精進案,衛生福利部中央健康保險署,106臺北市大安區信義路三段140號,規格張先生/採購郭小姐,(02)27065866分機2268/2714,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,2400000,台灣應用軟件股份有限公司,105臺北市松山區南京東路4段163號3樓,
award_20240202.xml,2024/02/16,2024/02/29,2024/02/27,2024/02/29,11214002600,經濟部「113年關鍵基礎設施資安聯防服務案」,經濟部,100臺北市中正區福州街15號,李彥廷,(02)23212200分機1043,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,13015000,安碁資訊股份有限公司,110臺北市信義區忠孝東路4段563號8樓,
award_20240301.xml,2024/03/01,2024/03/15,2024/03/15,2024/03/18,111-4-1169,金融憑證網路轉帳服務系統汰換建置專案,中華郵政股份有限公司,106臺北市大安區金山南路2段55號,丁鳴芳,(02)23921310分機2386,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,14800000,網際威信股份有限公司,114臺北市內湖區港墘路200號7樓,
award_20240302.xml,2024/03/16,2024/03/31,2024/03/19,2024/03/25,K1120690757,113年度網路服務平臺整合案,衛生福利部中央健康保險署,106臺北市大安區信義路三段140號,規格楊先生/採購李先生,(02)27065866分機2972/1588,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,9700000,凌群電腦股份有限公司,108臺北市萬華區峨眉街115號6樓,
award_20240401.xml,2024/04/01,2024/04/15,2024/04/03,2024/04/12,K1120690829,113年度健保點值結算、醫療資訊系統架構調整暨新增功能採購案,衛生福利部中央健康保險署,106臺北市大安區信義路三段140號,李啟瑞,(02)27065866分機1588,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,45000000,資拓宏宇國際股份有限公司,220新北市板橋區縣民大道2段7號6樓,
award_20240402.xml,2024/04/16,2024/04/30,2024/04/26,2024/04/29,PA2300949,網路線佈線汰換暨光纖線路及網路設備擴充案,國立臺灣大學醫學院附設醫院,100臺北市中正區中山南路7號,呂宗穎,(02)23562849分機,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,184880000,中孚科技股份有限公司,114臺北市內湖區行忠路57號6樓,
