SourceFile,RangeStartDate,RangeEndDate,AwardDate,AwardNoticeDate,TenderCaseNo,TenderName,TenderOrgName,TenderOrgAddr,ContactPerson,TenderTel,ProcurementType,ProcurementAttr,TenderAwardWay,TenderAwardPrice,BidderSuppName,BidderSuppAddr,NotObtainSuppName
award_20230101.xml,2023/01/01,2023/01/15,2023/01/12,2023/01/19,1118002,教育部國民及學前教育署向上集中機房資安設備租賃案,教育部國民及學前教育署,413臺中市霧峰區中正路738-4號,林俊安,(04)37061432分機,公開招標,財物類,最低標,93150000,中華電信股份有限公司企業客戶分公司,106臺北市大安區信義路4段88號16樓,
award_20230202.xml,2023/02/16,2023/02/28,2023/02/16,2023/02/18,11100340,112年財政部財政資訊中心暨各地區國稅局網路資安設備規劃建置移轉案,財政部財政資訊中心,110臺北市信義區忠孝東路4段547號,林碧桃,(02)27631833分機1289,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,138000000,中華電信股份有限公司企業客戶分公司,106臺北市大安區信義路4段88號16樓,大同股份有限公司
award_20230202.xml,2023/02/16,2023/02/28,2023/02/22,2023/02/23,11280000080,112年核心網路設備更新建置案,經濟部智慧財產局,106臺北市大安區辛亥路2段185號3樓,許喬凱,(02)23766176分機,公開招標,財物類,最低標,6819000,敦陽資訊股份有限公司,30003新竹市北區東大路二段83號11樓之2,
award_20230301.xml,2023/03/01,2023/03/15,2023/03/08,2023/03/16,112HGS04,112年度警政署強化網路架構韌性案,內政部警政署,100臺北市中正區忠孝東路1段7號,洪國森,(02)23219011分機6312,公開招標,財物類,最低標,23008000,精誠科技整合股份有限公司,114臺北市內湖區瑞光路318號6樓,
award_20230301.xml,2023/03/01,2023/03/15,2023/03/14,2023/03/15,112-0021005-035-2-6,「112年度行銷彰化縣就業服務措施及相關法規宣導-網路宣導」勞務採購案,彰化縣政府,500彰化縣彰化市中山路二段416號,郭美足,(04)7532415分機,公開取得報價單或企劃書,勞務類,參考最有利標精神,934000,鴻星數位科技股份有限公司,402臺中市南區忠明南路787號21樓之2,新世紀公共事務有限公司
award_20230302.xml,2023/03/16,2023/03/31,2023/03/17,2023/03/31,1122023D,112年度軟體定義網路設備採購,交通部中央氣象局,100臺北市中正區公園路64號,劉子禎,(02)23491293分機,限制性招標(未經公開評選或公開徵求),財物類,最低標,7232548,新加坡商網達先進科技有限公司台灣分公司,105臺北市松山區民生東路3段109號13樓,
award_20230302.xml,2023/03/16,2023/03/31,2023/03/20,2023/03/21,K1110690767,112年度網路服務平臺整合案,衛生福利部中央健康保險署,106臺北市大安區信義路三段140號,楊先生/羅里隆,(02)23261580分機2972/1588,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,6700000,凌群電腦股份有限公司,108臺北市萬華區峨眉街115號6樓,
award_20230302.xml,2023/03/16,2023/03/31,2023/03/27,2023/04/06,112RRE011,臺中市政府112年度網路輿情議題分析暨施政改進研究勞務採購案,臺中市政府研究發展考核委員會,407臺中市西屯區臺灣大道三段99號文心樓6樓,研究發展組　黃信政,(04)22289111分機21108,公開取得報價單或企劃書,勞務類,參考最有利標精神,950000,潮網科技股份有限公司,100臺北市中正區㢟平南路189號3樓,驚量有限公司
award_20230401.xml,2023/04/01,2023/04/15,2023/04/07,2023/04/10,112pb03,112年北區水資源局網路交換器升級,經濟部水利署北區水資源局,325桃園市龍潭區佳安路2號,王正遠,(03)4712001分機312,公開招標,財物類,最低標,9550790,勝禾科技股份有限公司,407臺中市西屯區惠來里市政路500號7樓之7,
award_20230401.xml,2023/04/01,2023/04/15,2023/04/14,2023/04/18,K1120690049,112年度健保點值結算、醫療資訊系統架構調整暨新增功能採購案,衛生福利部中央健康保險署,106臺北市大安區信義路三段140號,吳少庾/羅里隆,(02)27065866分機6048/1588,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,42500000,資拓宏宇國際股份有限公司,220新北市板橋區縣民大道2段7號6樓,
award_20230501.xml,2023/05/01,2023/05/15,2023/05/03,2023/05/15,its112-020,「112年東南亞暨113年之美西亞太國際網路專線服務」採購案,中央研究院,115臺北市南港區研究院路二段128號,張康菁,(02)27898874分機,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,52700000,中華電信股份有限公司企業客戶分公司,106臺北市大安區信義路4段88號16樓,台灣固網股份有限公司
award_20230501.xml,2023/05/01,2023/05/15,2023/05/04,2023/05/05,112-0021003-036-2-6,112年度外國人就業服務措施及相關法令宣導計畫-網路暨電視宣導,彰化縣政府,500彰化縣彰化市中山路二段416號,吳素萍,(04)7532435分機,公開取得報價單或企劃書,勞務類,參考最有利標精神,1113400,鴻星數位科技股份有限公司,402臺中市南區忠明南路787號21樓之2,豪萬整合行銷有限公司
award_20230601.xml,2023/06/01,2023/06/15,2023/06/08,2023/06/09,112-4-1078,網路郵局系統應用軟體增修暨維護,中華郵政股份有限公司,106臺北市大安區金山南路2段55號,陳盈君,(02)23214311分機2308,限制性招標(未經公開評選或公開徵求),勞務類,最低標,12236000,康和資訊系統股份有限公司,114臺北市內湖區瑞光路318號5樓,
award_20230602.xml,2023/06/16,2023/06/30,2023/06/21,2023/07/11,11223,112-115年臺北市政府市政網路管理維運服務案,臺北市政府資訊局,110臺北市信義區市府路1號10樓,黃川源(採購標的問題請洽張智超、分機51543),(02)27208889分機51325,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,63448500,宏碁雲架構服務股份有限公司,110臺北市信義區基隆路一段176號11樓之1,大同股份有限公司
award_20230602.xml,2023/06/16,2023/06/30,2023/06/28,2023/06/29,PA2300056,資料中心網路建置案1式,國立臺灣大學醫學院附設醫院,100臺北市中正區中山南路7號,陳玉霞,(02)23562043分機,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,59500000,中孚科技股份有限公司,114臺北市內湖區行忠路57號6樓,思普股份有限公司
award_20230602.xml,2023/06/16,2023/06/30,2023/06/30,2023/07/04,1120509P0027,臺北市各級學校112年廣域網路核心網路交換器及POE網路交換器採購建置案,臺北市政府工務局,110臺北市信義區市府路1號南區3樓,李宛純,(02)27208889分機1114,公開招標,財物類,最有利標,39126158,凌群電腦股份有限公司,108臺北市萬華區峨眉街115號6樓,宏碁股份有限公司
award_20230701.xml,2023/07/01,2023/07/15,2023/07/06,2023/07/07,112-4-1065,112年租賃支局網路設備,中華郵政股份有限公司,106臺北市大安區金山南路二段五五號,余美珍,(02)23921310分機2316,限制性招標(未經公開評選或公開徵求),財物類,最低標,87950000,駿永資訊科技股份有限公司,100臺北市中正區北平東路30號5樓,
award_20230701.xml,2023/07/01,2023/07/15,2023/07/13,2023/07/14,D112006-1,學術網路暨友校國際連線租用案,國立陽明交通大學,30001新竹市東區大學路1001號,張馥薇,(03)5712121分機52109,公開招標,財物類,最有利標,19500000,中華電信股份有限公司企業客戶分公司,106臺北市大安區信義路4段88號16樓,東豐科技股份有限公司
award_20230701.xml,2023/07/01,2023/07/15,2023/07/13,2023/07/14,D112005-1,學術網路暨友校國內專屬骨幹網路租用案,國立陽明交通大學,30001新竹市東區大學路1001號,張馥薇,(03)5712121分機52109,公開招標,財物類,最有利標,22400000,中華電信股份有限公司企業客戶分公司,106臺北市大安區信義路4段88號16樓,
award_20230701.xml,2023/07/01,2023/07/15,2023/07/14,2023/07/17,113-4-1001,113年租賃總公司暨責任中心局網路設備,中華郵政股份有限公司,106臺北市大安區金山南路2段55號,丁鳴芳,(02)23921310分機2386,限制性招標(未經公開評選或公開徵求),財物類,最低標,42110000,駿永資訊科技股份有限公司,100臺北市中正區北平東路30號5樓,
award_20230701.xml,2023/07/01,2023/07/15,2023/07/14,2023/07/24,1120504P0026,臺北市教育網路中心資訊設備採購案,臺北市政府工務局,110臺北市信義區市府路1號南區3樓,洪振雄,(02)27208889分機1128,公開招標,財物類,最有利標,29976660,力麗科技股份有限公司,104臺北市中山區松江路162號11樓,
award_20230701.xml,2023/07/01,2023/07/15,2023/07/10,2023/07/11,112-4-1109,網路暨行動投保服務應用軟體增修暨維護,中華郵政股份有限公司,106臺北市大安區金山南路2段55號,許建成,(02)23921310分機2315,限制性招標(未經公開評選或公開徵求),勞務類,最低標,10870000,精誠資訊股份有限公司,114臺北市內湖區瑞光路318號,
award_20230702.xml,2023/07/16,2023/07/31,2023/07/20,2023/07/25,1A12T150001,支付卡產業安全標準認證輔導暨資安服務案,桃園大眾捷運股份有限公司,337桃園市大園區領航北路四段251號行政大樓,陳心瑜,(03)2838888分機80165,公開取得報價單或企劃書,勞務類,參考最有利標精神,969990,三商電腦股份有限公司,110臺北市信義區信義路5段150巷2號4樓之3,漢昕科技股份有限公司
award_20230702.xml,2023/07/16,2023/07/31,2023/07/28,2023/08/11,112AA244,112-113年度網路資訊安全防護監控服務專案工作計畫,行政院環境保護署,100臺北市中正區中華路一段83號,賴祐淞;江家慧,(02)23117722分機2347;2455,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,19120000,安碁資訊股份有限公司,110臺北市信義區忠孝東路4段563號8樓,
award_20230801.xml,2023/08/01,2023/08/15,2023/08/01,2023/08/10,wda1120055,網路設備採購案,勞動部勞動力發展署,242新北市新莊區中平路439號南棟4樓,楊騏鴻,(02)89956220分機,公開招標,財物類,最低標,16320000,敦陽科技股份有限公司,30003新竹市北區東大路2段83號12樓之1,
award_20230801.xml,2023/08/01,2023/08/15,2023/08/11,2023/08/21,UT-11203,112年度強化警政資安暨資料庫韌性建置案,內政部警政署,100臺北市中正區忠孝東路1段7號,陳郁婷,(02)23219011分機6310,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,19378800,精誠科技整合股份有限公司,114臺北市內湖區瑞光路318號6樓,
award_20230802.xml,2023/08/16,2023/08/31,2023/08/22,2023/08/31,11252,112年資安設備及雲端郵件系統授權更新維護案,農業部農糧署,100臺北市中正區杭州南路一段15號,高庭芳(採購單位)/農業部派駐資訊小組(需求單位),(02)23937231分機133/709,公開招標,財物類,最低標,10450000,逸盈科技股份有限公司,105臺北市松山區八德路4段760號7樓,
